word_base,word_phonetic,word_audio_url,word_pos1,word_def1,word_syn1,word_ant1,word_pos2,word_def2,word_syn2,word_ant2,word_pos3,word_def3,word_syn3,word_ant3,word_source_url,word_pos4,word_def4,word_syn4,word_ant4,word_pos5,word_def5,word_syn5,word_ant5
befuddled,,,verb,"To perplex, confuse (someone).;;;To stupefy (someone), especially with alcohol.;;;",,,adjective,Confused or perplexed;;;Drunk;;;,,,,,,,https://en.wiktionary.org/wiki/befuddle,,,,,,,,
eschew,,https://api.dictionaryapi.dev/media/pronunciations/en/eschew-au.mp3,verb,"To avoid; to shun, to shy away from.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/eschew,,,,,,,,
exculpate,/ˈɛkskəlpeɪt/,,verb,To clear of or to free from guilt; exonerate.;;;,"absolve,acquit,disculpate,exonerate,pardon,","absolve,acquit,disculpate,exonerate,pardon,",,,,,,,,,https://en.wiktionary.org/wiki/exculpate,,,,,,,,
furtive,[ˈfɜːɾɪv],,adjective,Stealthy.;;;Exhibiting guilty or evasive secrecy.;;;,"surreptitious,","surreptitious,",,,,,,,,,https://en.wiktionary.org/wiki/furtive,,,,,,,,
pensive,,https://api.dictionaryapi.dev/media/pronunciations/en/pensive-au.mp3,adjective,"Having the appearance of deep, often melancholic, thinking.;;;Looking thoughtful, especially from sadness.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/pensive,,,,,,,,
portend,/pɔːˈtɛnd/,https://api.dictionaryapi.dev/media/pronunciations/en/portend-uk.mp3,verb,To serve as a warning or omen of.;;;To signify; to denote.;;;,"foreshadow,presage,","foreshadow,presage,",,,,,,,,,https://en.wiktionary.org/wiki/portend,,,,,,,,
tout,/taʊt/,https://api.dictionaryapi.dev/media/pronunciations/en/tout-1-au.mp3,noun,"Someone advertising for customers in an aggressive way.;;;A person, at a racecourse, who offers supposedly inside information on which horse is likely to win.;;;A spy for a smuggler, thief, or similar.;;;An informer in the Irish Republican Army.;;;","barker,pitchman,spruiker,","barker,pitchman,spruiker,",verb,"To flaunt, to publicize/publicise; to boast or brag; to promote.;;;To look upon or watch.;;;To spy out information about (a horse, a racing stable, etc.).;;;To give a tip on (a racehorse) to a person, with the expectation of sharing in any winnings.;;;To spy out the movements of racehorses at their trials, or to get by stealth or other improper means the secrets of the stable, for betting purposes.;;;To act as a tout; to give a tip on a racehorse.;;;To look for, try to obtain; used with for.;;;","pimp,pitch,promote,spruik,","pimp,pitch,promote,spruik,",noun,"In the game of solo, a proposal to win all eight tricks.;;;",,,https://en.wiktionary.org/wiki/tout,,,,,,,,
abreast,/əˈbɹɛst/,https://api.dictionaryapi.dev/media/pronunciations/en/abreast-au.mp3,adjective,"Side by side, facing forward.;;;Alongside; parallel to.;;;Informed, well-informed, familiar, acquainted.;;;Up to a certain level or line; equally advanced;;;Side by side; also, opposite; over against; on a line with the vessel's beam.;;;",,,adverb,"Side by side and facing forward.;;;Alongside; parallel to.;;;Informed, well-informed, familiar, acquainted.;;;Followed by of or with: up to a certain level or line; equally advanced.;;;Side by side; also, opposite; on a line with the vessel's beam.;;;At the same time; simultaneously.;;;","apprised,up to date,up-to-date,","apprised,up to date,up-to-date,",preposition,Abreast of; alongside.;;;,,,https://en.wiktionary.org/wiki/abreast,,,,,,,,
duplicitous,,https://api.dictionaryapi.dev/media/pronunciations/en/duplicitous-au.mp3,adjective,Given to or marked by deliberate deceptiveness in behavior or speech.;;;,"deceitful,double-dealing,two-faced,","deceitful,double-dealing,two-faced,",,,,,,,,,https://en.wiktionary.org/wiki/duplicitous,,,,,,,,
glum,/ɡlʌm/,https://api.dictionaryapi.dev/media/pronunciations/en/glum-uk.mp3,adjective,Despondent; moody; sullen;;;,,,noun,Sullenness;;;,,,verb,To look sullen; to be of a sour countenance; to be glum.;;;,,,https://en.wiktionary.org/wiki/glum,,,,,,,,
largesse,/lɑːˈdʒɛs/,,noun,Generosity in the giving of gifts or money.;;;The gifts or money given in such a way.;;;A benevolent demeanor.;;;,"benevolence,generosity,graciousness,boon,","benevolence,generosity,graciousness,boon,",,,,,,,,,https://en.wiktionary.org/wiki/largesse,,,,,,,,
libertine,/ˈlɪb.ə.tiːn/,,noun,Someone freed from slavery in Ancient Rome; a freedman.;;;,,,noun,"One who is freethinking in religious matters.;;;Someone (especially a man) who takes no notice of moral laws, especially those involving sexual propriety; someone loose in morals; a pleasure-seeker.;;;",,,adjective,"Dissolute, licentious, profligate; loose in morals.;;;",,,https://en.wiktionary.org/wiki/libertine,,,,,,,,
malfeasance,/ˌmælˈfiːzənts/,https://api.dictionaryapi.dev/media/pronunciations/en/malfeasance-us.mp3,noun,"Wrongdoing.;;;Misconduct or wrongdoing, especially by a public official and causing damage.;;;","misconduct,wrongdoing,","misconduct,wrongdoing,",,,,,,,,,https://en.wiktionary.org/wiki/malfeasance,,,,,,,,
modish,,,adjective,Conforming with fashion or style.;;;In the current mode.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/modish,,,,,,,,
nascent,/ˈneɪ.sənt/,,adjective,"Emerging; just coming into existence.;;;Describing a quantity of object that is starting to grow from zero or an infinitesimal beginning. Also the creation or identification of an infinitesimal delta.;;;Describing the state, aspect, or practice of an abstract concept.;;;Of the state of an element at the time it is being generated from some compound or transitioning from one state to another; Newly released from a compound (especially hydrogen and oxygen) by a chemical reaction or electrolysis and possessing heightened reactivity; Newly synthesized (especially protein or RNA) by translation or transcription.;;;","emergent,emerging,immature,in statu nascendi,inchoate,incipient,infant,","emergent,emerging,immature,in statu nascendi,inchoate,incipient,infant,",,,,,,,,,https://en.wiktionary.org/wiki/nascent,,,,,,,,
perennial,/pəˈɹɛni.əl/,https://api.dictionaryapi.dev/media/pronunciations/en/perennial-us.mp3,noun,A perennial plant; a plant that is active throughout the year or survives for more than two growing seasons.;;;,,,adjective,"Lasting or remaining active throughout the year, or all the time.;;;(of a plant) Having a life cycle of more than two years.;;;Continuing without cessation or intermission; perpetual; never failing.;;;Enduring; lasting; timeless.;;;Recurrent; appearing or recurring again and again.;;;","everlasting,perpetual,timeless,permanent,perpetual,unceasing,recurring,repetitious,","everlasting,perpetual,timeless,permanent,perpetual,unceasing,recurring,repetitious,",,,,,https://en.wiktionary.org/wiki/perennial,,,,,,,,
pious,/ˈpaɪəs/,,adjective,"Of or pertaining to piety, exhibiting piety, devout, godfearing.;;;","devout,dutiful,godly,religious,reverent,reverential,","devout,dutiful,godly,religious,reverent,reverential,",,,,,,,,,https://en.wiktionary.org/wiki/pious,,,,,,,,
providential,/pɹɒvɪˈdɛnʃl̩/,,adjective,"Pertaining to divine providence.;;;Fortunate, as if occurring through the intervention of Providence.;;;","fortunate,heaven-sent,lucky,serendipitous,","fortunate,heaven-sent,lucky,serendipitous,",,,,,,,,,https://en.wiktionary.org/wiki/providential,,,,,,,,
schism,/ˈskɪzəm/,https://api.dictionaryapi.dev/media/pronunciations/en/schism-us.mp3,noun,"A split or separation within a group or organization, typically caused by discord.;;;A formal division or split within a religious body.;;;A split within Christianity whereby a group no longer recognizes the Bishop of Rome as the head of the Church, but shares essentially the same beliefs with the Church of Rome. In other words, a political split without the introduction of heresy.;;;","division,separation,split,","division,separation,split,",,,,,,,,,https://en.wiktionary.org/wiki/schism,,,,,,,,
stalwart,,https://api.dictionaryapi.dev/media/pronunciations/en/stalwart-au.mp3,noun,One who has a strong build.;;;One who firmly supports a cause.;;;One who is dependable.;;;,,,adjective,Firmly or solidly built.;;;Courageous.;;;Determined; staunch.;;;,"bold,brave,courageous,daring,valiant,firm,resilient,robust,stout,strong,","bold,brave,courageous,daring,valiant,firm,resilient,robust,stout,strong,",,,,,https://en.wiktionary.org/wiki/stalwart,,,,,,,,
supplicate,/ˈsʌplɪkeɪt/,,verb,To humble oneself before (another) in making a request; to beg or beseech.;;;To entreat for; to ask for earnestly and humbly.;;;To address in prayer; to entreat as a supplicant.;;;(Oxford University) To request that an academic degree is awarded at a ceremony.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/supplicate,,,,,,,,
woeful,/ˈwəʊfəl/,https://api.dictionaryapi.dev/media/pronunciations/en/woeful-uk.mp3,adjective,"Full of woe; sorrowful; distressed with grief or calamity.;;;Bringing calamity, distress, or affliction.;;;Lamentable, deplorable.;;;Wretched; paltry; poor.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/woeful,,,,,,,,
aberrant,/əˈbɛɹ.n̩t/,,noun,"A person or object that deviates from the rest of a group.;;;A group, individual, or structure that deviates from the usual or natural type, especially with an atypical chromosome number.;;;","deviant,freak,","deviant,freak,",adjective,Differing from the norm.;;;(sometimes figurative) Straying from the right way; deviating from morality or truth.;;;Deviating from the ordinary or natural type; exceptional; abnormal.;;;,"abnormal,exceptional,unusual,devious,errant,immoral,","abnormal,exceptional,unusual,devious,errant,immoral,",,,,,https://en.wiktionary.org/wiki/aberrant,,,,,,,,
callow,/ˈkaləʊ/,,noun,"A callow young bird.;;;A callow or teneral phase of an insect or other arthropod, typically shortly after ecdysis, while the skin still is hardening, the colours have not yet become stable, and as a rule, before the animal is able to move effectively.;;;An alluvial flat.;;;",,,adjective,"Unfledged (of a young bird).;;;(by extension) Immature, lacking in life experience.;;;Lacking color or firmness (of some kinds of insects or other arthropods, such as spiders, just after ecdysis); teneral.;;;Shallow or weak-willed.;;;(of a brick) Unburnt.;;;Of land: low-lying and liable to be submerged.;;;Bald.;;;",,,,,,,https://en.wiktionary.org/wiki/callow,,,,,,,,
capitulate,,https://api.dictionaryapi.dev/media/pronunciations/en/capitulate-au.mp3,verb,"To surrender; to end all resistance, to give up; to go along with or comply.;;;To draw up in chapters; to enumerate.;;;To draw up the articles of treaty with; to treat, bargain, parley.;;;","wave the white flag,","wave the white flag,",,,,,,,,,https://en.wiktionary.org/wiki/capitulate,,,,,,,,
cogitate,/ˈkɒdʒɪteɪt/,,verb,"To meditate, to ponder, to think deeply.;;;To consider, to devise.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/cogitate,,,,,,,,
deportment,/dɪˈpɔːtmənt/,,noun,Bearing; manner of presenting oneself.;;;Conduct; public behavior.;;;Apparent level of schooling or training.;;;Self-discipline.;;;,"bearing,comportment,posture,behavior,conduct,","bearing,comportment,posture,behavior,conduct,",,,,,,,,,https://en.wiktionary.org/wiki/deportment,,,,,,,,
extemporize,,,verb,"To do something, particularly to perform or speak, without prior planning or thought; to act in an impromptu manner; to improvise.;;;To do, create, improvise, adapt, or devise in an impromptu or spontaneous manner.;;;","improvise,think on one's feet,devise,improvise,","improvise,think on one's feet,devise,improvise,",,,,,,,,,https://en.wiktionary.org/wiki/extemporize,,,,,,,,
factious,/ˈfækʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/factious-uk.mp3,adjective,"Of, pertaining to, or caused by factions.;;;Given to or characterized by discordance or insubordination.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/factious,,,,,,,,
fallow,/ˈfæləʊ/,,noun,"Ground ploughed and harrowed but left unseeded for one year.;;;Uncultivated land.;;;The ploughing or tilling of land, without sowing it for a season.;;;",,,adjective,(of agricultural land) Ploughed but left unseeded for more than one planting season.;;;(of agricultural land) Left unworked and uncropped for some amount of time.;;;Inactive; undeveloped.;;;,"abeyant,dormant,latent,","abeyant,dormant,latent,",verb,To make land fallow for agricultural purposes.;;;,,,https://en.wiktionary.org/wiki/fallow,adjective,"(color) Of a pale red or yellow, light brown; dun.;;;",,,,,,
feint,/feɪ̯nt/,https://api.dictionaryapi.dev/media/pronunciations/en/feint-uk.mp3,noun,A movement made to confuse the opponent; a dummy.;;;That which is feigned; an assumed or false appearance; a pretense or stratagem.;;;(war) An offensive movement resembling an attack in all but its continuance;;;,,,verb,"To make a feint, or mock attack.;;;",,,adjective,Feigned; counterfeit.;;;(war) (of an attack) directed toward a different part from the intended strike;;;,,,https://en.wiktionary.org/wiki/feint,noun,The narrowest rule used in the production of lined writing paper.;;;,,,,,,
flagrant,,https://api.dictionaryapi.dev/media/pronunciations/en/flagrant-au.mp3,adjective,Obvious and offensive; blatant; scandalous.;;;On fire; flaming.;;;,"blatant,glaring,burning,flaming,","blatant,glaring,burning,flaming,",,,,,,,,,https://en.wiktionary.org/wiki/flagrant,,,,,,,,
gratuitous,/ɡɹəˈtjuː.ɪt.əs/,,adjective,Given freely; unearned.;;;Unjustified or unnecessary; not called for by the circumstances;;;,"baseless,free,gratis,groundless,uncalled-for,unfounded,unjustified,unnecessary,","baseless,free,gratis,groundless,uncalled-for,unfounded,unjustified,unnecessary,",,,,,,,,,https://en.wiktionary.org/wiki/gratuitous,,,,,,,,
grovel,,https://api.dictionaryapi.dev/media/pronunciations/en/grovel-us.mp3,verb,To be prone on the ground.;;;To crawl.;;;To abase oneself before another person.;;;To be slavishly nice to someone or apologize in the hope of securing something.;;;To take pleasure in mundane activities.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/grovel,,,,,,,,
indecorous,,,adjective,"Improper, immodest or indecent;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/indecorous,,,,,,,,
nominal,/ˈnɑm.ɪnl̩/,,noun,"(grammar) A noun or word group that functions as part of a noun phrase.;;;(grammar) A part of speech that shares features with nouns and adjectives. (Depending on the language, it may comprise nouns, adjectives, possibly numerals, pronouns, and participles.);;;A number (usually natural) used like a name; a numeric code or identifier. (See nominal number on Wikipedia.);;;(police jargon) A person listed in the Police National Computer database as having been convicted, cautioned or recently arrested.;;;",,,adjective,"Of, resembling, relating to, or consisting of a name or names.;;;Assigned to or bearing a person's name.;;;Existing in name only.;;;Of or relating to nominalism.;;;Insignificantly small.;;;Of or relating to the presumed or approximate value, rather than the actual value.;;;Of, relating to, or being the amount or face value of a sum of money or a stock certificate, for example, and not the purchasing power or market value.;;;Of, relating to, or being the rate of interest or return without adjustment for compounding or inflation.;;;(grammar) Of or relating to a noun or word group that functions as a noun.;;;According to plan or design.;;;Without adjustment to remove the effects of inflation.;;;(of a variable) Having values whose order is insignificant.;;;Of a species, the species name without consideration of whether it is a junior synonym or in reality consists of more than one biological species.;;;","normal,trifling,","normal,trifling,",,,,,https://en.wiktionary.org/wiki/nominal,,,,,,,,
obdurate,/-ət/,,verb,To harden; to obdure.;;;,,,adjective,"Stubbornly persistent, generally in wrongdoing; refusing to reform or repent.;;;Physically hardened, toughened.;;;Hardened against feeling; hard-hearted.;;;","hard-hearted,hardened,impertinent,intractable,recalcitrant,unrepentant,unyielding,","hard-hearted,hardened,impertinent,intractable,recalcitrant,unrepentant,unyielding,",,,,,https://en.wiktionary.org/wiki/obdurate,,,,,,,,
obstreperous,/ɒbˈstɹɛp.əɹ.əs/,,adjective,"Attended by, or making, a loud and tumultuous noise; boisterous.;;;Stubbornly defiant; disobedient; resistant to authority or control, whether in a noisy manner or not.;;;","clamorous,loud,noisy,vociferous,recalcitrant,uncooperative,unruly,","clamorous,loud,noisy,vociferous,recalcitrant,uncooperative,unruly,",,,,,,,,,https://en.wiktionary.org/wiki/obstreperous,,,,,,,,
odious,,https://api.dictionaryapi.dev/media/pronunciations/en/odious-au.mp3,adjective,"Arousing or meriting strong dislike, aversion, or intense displeasure.;;;","contemptible,despicable,detestable,hated,reviled,unsavory,","contemptible,despicable,detestable,hated,reviled,unsavory,",,,,,,,,,https://en.wiktionary.org/wiki/odious,,,,,,,,
plucky,/ˈplʌki/,,adjective,"Having or showing pluck, courage or spirit in trying circumstances.;;;","brave,feisty,spunky,","brave,feisty,spunky,",,,,,,,,,https://en.wiktionary.org/wiki/plucky,,,,,,,,
precocious,/pɹəˈkəʊʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/precocious-uk.mp3,adjective,Characterized by exceptionally early development or maturity.;;;Exhibiting advanced skills and aptitudes at an abnormally early age.;;;,"tranty,","tranty,",,,,,,,,,https://en.wiktionary.org/wiki/precocious,,,,,,,,
remuneration,,https://api.dictionaryapi.dev/media/pronunciations/en/remuneration-au.mp3,noun,"Something given in exchange for goods or services rendered.;;;A payment for work done; wages, salary, emolument.;;;A recompense for a loss; compensation.;;;","compensation,pay,payment,recompense,repayment,requital,reward,satisfaction,","compensation,pay,payment,recompense,repayment,requital,reward,satisfaction,",,,,,,,,,https://en.wiktionary.org/wiki/remuneration,,,,,,,,
slovenly,/ˈslɒv.ən.li/,https://api.dictionaryapi.dev/media/pronunciations/en/slovenly-uk.mp3,adjective,"Having an untidy appearance; unkempt.;;;Dirty, unwashed; disorderly.;;;Careless or negligent; sloppy.;;;",,,adverb,In a slovenly manner.;;;,,,,,,,https://en.wiktionary.org/wiki/slovenly,,,,,,,,
soliloquy,/səˈlɪləkwi/,https://api.dictionaryapi.dev/media/pronunciations/en/soliloquy-au.mp3,noun,The act of a character speaking to themselves so as to reveal their thoughts to the audience.;;;(authorship) A speech or written discourse in this form.;;;,"monologue,","monologue,",verb,(very rare) To issue a soliloquy.;;;,"soliloquize,","soliloquize,",,,,,https://en.wiktionary.org/wiki/soliloquy,,,,,,,,
spurn,/spɜːn/,,noun,An act of spurning; a scornful rejection.;;;A kick; a blow with the foot.;;;Disdainful rejection; contemptuous treatment.;;;A body of coal left to sustain an overhanging mass.;;;,,,verb,To reject disdainfully; contemn; scorn.;;;To reject something by pushing it away with the foot.;;;To waste; fail to make the most of (an opportunity);;;To kick or toss up the heels.;;;,,,,,,,https://en.wiktionary.org/wiki/spurn,,,,,,,,
stolid,/ˈstɒl.ɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/stolid-uk.mp3,adjective,Having or revealing little emotion or sensibility; dully or heavily stupid.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/stolid,,,,,,,,
temerity,/tɛˈmɛɹəti/,,noun,Reckless boldness; foolish bravery.;;;An act or case of reckless boldness.;;;Effrontery; impudence.;;;,"audacity,foolhardiness,rashness,recklessness,brashness,cheek,chutzpah,gall,","audacity,foolhardiness,rashness,recklessness,brashness,cheek,chutzpah,gall,",,,,,,,,,https://en.wiktionary.org/wiki/temerity,,,,,,,,
tenuous,/ˈtɛn.ju.əs/,,adjective,Thin in substance or consistency.;;;Insubstantial.;;;,"delicate,gossamer,ethereal,","delicate,gossamer,ethereal,",,,,,,,,,https://en.wiktionary.org/wiki/tenuous,,,,,,,,
verve,/vɜː(r)v/,https://api.dictionaryapi.dev/media/pronunciations/en/verve-us.mp3,noun,"Excitement of imagination such as that which animates a poet, artist, or musician, in composing or performing;;;Artistic energy and enthusiasm;;;Vigour, vitality and liveliness;;;Rapture, enthusiasm;;;Spirit, energy;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/verve,,,,,,,,
parvenu,/ˈpɑː.və.njuː/,,noun,"A person who has risen, climbed up, or has been promoted to a higher social class, especially through acquisition of wealth, rights, or political authority but has not gained social acceptance by those within that new class.;;;","arriviste,","arriviste,",adjective,"Being a parvenu; also, like, having the characteristics of, or associated with a parvenu.;;;",,,,,,,https://en.wiktionary.org/wiki/parvenu,,,,,,,,
pinchpenny,,,noun,One who spends little money; one who is very frugal or cautious with money.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/pinchpenny,,,,,,,,
miser,/ˈmaɪzə(ɹ)/,,noun,"A person who hoards money rather than spending it; one who is cheap or extremely parsimonious.;;;A kind of earth auger, typically large-bored and often hand-operated.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/miser,,,,,,,,
upstart,,,noun,"One who has suddenly gained wealth, power, or other prominence, but either has not received social acceptance or has become arrogant or presumptuous.;;;The meadow saffron.;;;","arriviste,nouveau riche,parvenu,","arriviste,nouveau riche,parvenu,",verb,"To rise suddenly, to spring;;;",,,adjective,Acting like a parvenu.;;;Self-important and presumptuous.;;;,,,https://en.wiktionary.org/wiki/upstart,,,,,,,,
staunch,/stɑːntʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/staunch-uk.mp3,verb,"To stop the flow of (blood).;;;To stop, check, or deter an action.;;;",,,adjective,"Loyal, trustworthy, reliable.;;;Dependable, persistent.;;;",,,,,,,https://en.wiktionary.org/wiki/staunch,,,,,,,,
surmising,,,verb,To imagine or suspect; to conjecture; to posit with contestable premises.;;;,,,noun,The act of making surmises.;;;,,,,,,,https://en.wiktionary.org/wiki/surmise,,,,,,,,
recondite,/ɹɪˈkɒndaɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/recondite-uk.mp3,noun,"A recondite (hidden or obscure) person or thing.;;;A scholar or other person who is recondite, that is, who has mastery over his or her field, including its esoteric minutiae.;;;",,,verb,"To conceal, cover up, hide.;;;",,,adjective,"Of areas of discussion or research: difficult, obscure.;;;(somewhat obsolete) Hidden or removed from view.;;;",,,https://en.wiktionary.org/wiki/recondite,,,,,,,,
supposition,/ˌsʌpəˈzɪʃən/,,noun,"Something that is supposed; an assumption made to account for known facts, conjecture.;;;The act or an instance of supposing.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/supposition,,,,,,,,
noxious,/ˈnɒkʃəs/,,adjective,Harmful; injurious.;;;,"harmful,injurious,scathel,","harmful,injurious,scathel,",,,,,,,,,https://en.wiktionary.org/wiki/noxious,,,,,,,,
noisome,/ˈnɔɪ.səm/,,adjective,"Morally hurtful or noxious.;;;Hurtful or noxious to health; unwholesome, insalubrious.;;;Offensive to the senses; disgusting, unpleasant, nauseous, especially having an undesirable smell;;;","fetid,foul,nauseating,sickening,","fetid,foul,nauseating,sickening,",,,,,,,,,https://en.wiktionary.org/wiki/noisome,,,,,,,,
cognizant,/ˈkɒnɪzənt/,,adjective,Aware; fully informed; having understanding of a fact;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/cognizant,,,,,,,,
mettle,/ˈmɛ.təl/,https://api.dictionaryapi.dev/media/pronunciations/en/mettle-uk.mp3,noun,A quality of endurance and courage.;;;Good temperament and character.;;;Metal; a metallic substance.;;;,"courage,heart,spirit,","courage,heart,spirit,",,,,,,,,,https://en.wiktionary.org/wiki/mettle,,,,,,,,
mar,/mɑː(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/mar-uk.mp3,noun,A blemish.;;;,,,verb,To spoil; to ruin; to scathe; to damage.;;;,,,noun,A small lake.;;;,,,https://en.wiktionary.org/wiki/mar,,,,,,,,
complacent,/kəmˈpleɪsənt/,https://api.dictionaryapi.dev/media/pronunciations/en/complacent-us.mp3,adjective,Uncritically satisfied with oneself or one's achievements; smug.;;;Apathetic with regard to an apparent need or problem.;;;,"self-satisfied,smug,","self-satisfied,smug,",,,,,,,,,https://en.wiktionary.org/wiki/complacent,,,,,,,,
guile,/ɡaɪl/,https://api.dictionaryapi.dev/media/pronunciations/en/guile-uk.mp3,noun,"Astuteness often marked by a certain sense of cunning or artful deception.;;;Deceptiveness, deceit, fraud, duplicity, dishonesty.;;;",,,verb,"To deceive, beguile, bewile.;;;",,,,,,,https://en.wiktionary.org/wiki/guile,,,,,,,,
